Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),Column 7,Column 8,Column 9
4.03,Nordea,3 månader,11255.0,"0,3 mkr",2009-11-23,,,
3.75,Nordea,Rörlig,11255.0,"1,8 mkr",20120215,,,
4.15,Swedbank,Rörlig,11255.0,"1,2 mkr",-,,,
3.3,SBAB,2 år,11255.0,"1,6 mkr",2011-10-01,,,
2.54,SEB,1 år,11255.0,"1,55 mkr",20110928,,,
3.89,Handelsbanken,1 år,11255.0,"1,5 mkr",2012,,,
3.89,Handelsbanken,1 år,11255.0,"1,5 mkr",2012,,,
4.17,Handelsbanken,Rörlig,11256.0,,,,,
4.1,Nordea,2 år,11256.0,,,,,
4.2,Nordea,3 månader,11256.0,,,,,
4.37,Swedbank,3 månader,11256.0,,,,,
4.39,Handelsbanken,Rörlig,11256.0,,,,,
3.51,SEB,3 månader,11256.0,"1,4 mkr",2012-02-25,,,
3.9,Skandiabanken,3 månader,11256.0,"1,8 mkr",2012-02-01,,,
3.56,SEB,Rörlig,11258.0,,,,,
3.5,Swedbank,3 månader,11258.0,,,,,
3.47,Nordea,3 månader,11258.0,"1,4 mkr",120315,,,
4.07,Handelsbanken,Rörlig,11258.0,"1,5 mkr",Februari 2012,,,
3.83,Handelsbanken,3 månader,11258.0,2.2mkr,mars 2012,,,
3.85,Länsförsäkringar,3 månader,11259.0,,,,,
4.2,Nordea,3 månader,11259.0,,,,,
3.96,SEB,3 månader,11259.0,,,,,
3.7,Swedbank,3 månader,11259.0,"1,25 mkr",2012-03-02,,,
3.36,SEB,3 månader,11259.0,"1,8 mkr",2012-03-20,,,
3.98,Handelsbanken,1 år,11259.0,"1,4",2012-01-12,,,
4.06,Handelsbanken,3 månader,11259.0,1060000,90101,,,
3.85,SEB,3 månader,11260.0,,,,,
3.85,Nordea,3 månader,11260.0,,,,,
3.85,Nordea,3 månader,11260.0,"2,2",2012-02-15,,,
3.71,SEB,3 månader,11260.0,"0,5mkr",2011-12-21,,,
3.82,Handelsbanken,3 månader,11260.0,"0,6 mkr",mars 2012,,,
3.82,Handelsbanken,3 månader,11260.0,"0,6 mkr",mars 2012,,,
3.03,Handelsbanken,3 år,11260.0,"0,4 mkr",sep 2010,,,
4.5,Nordea,3 månader,11260.0,"1,0 mkr",Januari 2012,,,
3.28,SEB,3 månader,11260.0,10000,April 2012,,,
3.61,Swedbank,3 månader,11260.0,"2,8",juni 2011,,,
3.64,SEB,3 månader,11261.0,,,,,
3.82,Handelsbanken,Rörlig,11261.0,"2,2",120403,,,
3.8,Skandiabanken,3 månader,11261.0,"2,5",Mars 2012,,,
3.7,Handelsbanken,Rörlig,11262.0,2800000,2012-03-04,,,
3.7,Handelsbanken,Rörlig,11262.0,2800000,MARS 2012,,,
3.7,Handelsbanken,Rörlig,11262.0,2800000,Mars 2011,,,
3.51,SEB,Rörlig,11262.0,,,,,
4.3,SBAB,3 månader,11262.0,"3,5",2012-03-01,,,
3.58,SEB,3 månader,11262.0,"1,5",2011-07-01,,,
4.22,Swedbank,1 år,11262.0,"1,675 Mkr.",2011-07-01,,,
3.56,SEB,3 månader,11262.0,"2,5",2006,,,
3.36,SEB,3 månader,11262.0,"3,7 mkr",2010,,,
3.96,SEB,3 månader,11262.0,3 mkr,december 2012,,,
3.31,SEB,3 månader,11262.0,"2,1",Februari 2012,,,
4.24,SBAB,Rörlig,11262.0,1475000,augusti 2010,,,
3.73,Handelsbanken,3 månader,11263.0,,,,,
3.09,SEB,1 år,11263.0,"1,2 mkr",110815,,,
3.62,Handelsbanken,2 år,11263.0,"1,1 mkr",Januari 2012,,,
4.05,Handelsbanken,räntetat,11264.0,,,,,
3.56,SEB,3 månader,11264.0,,,,,
3.49,SBAB,3 år,11264.0,,,,,
3.51,SEB,Rörlig,11264.0,,,,,
3.51,SEB,3 månader,11264.0,,,,,
3.82,Handelsbanken,Rörlig,11264.0,,,,,
3.68,Nordea,3 månader,11264.0,"3,05 Mkr",2012-03-27,,,
4.07,Handelsbanken,1 år,11264.0,"1,421 mkr",2012-03-01,,,
4.04,SBAB,Rörlig,11264.0,920.000 kr,20110520,,,
3.26,SEB,3 månader,11265.0,"5,6 mkr",110825,,,
4.1,Handelsbanken,1 år,11265.0,,,,,
3.22,SEB,3 månader,11265.0,,,,,
4.64,Handelsbanken,Rörlig,11265.0,,,,,
4.64,Handelsbanken,3 månader,11265.0,,,,,
3.42,SEB,3 månader,11265.0,,,,,
3.7,SEB,3 månader,11265.0,,,,,
3.9,Skandiabanken,3 månader,11265.0,"1,93 mkr",2012-03-01,,,
3.67,Handelsbanken,3 månader,11265.0,"4,2 mkr",120330,,,
2.32,SEB,2 år,11265.0,1.580mkr,2011-11-15,,,
2.47,SEB,1 år,11265.0,3000000,2011-09-30,,,
3.2,SEB,3 månader,11265.0,1000000,2012-03-30,,,
3.12,SEB,3 år,11265.0,1100000,2009-10-10,,,
3.36,SEB,3 månader,11265.0,"3,8",2010,,,
3.0,Handelsbanken,2 år,11266.0,,,,,
3.45,SEB,3 månader,11266.0,,,,,
4.25,Swedbank,3 månader,11266.0,,,,,
4.0,Handelsbanken,1 år,11266.0,890000,110428,,,
3.75,Nordea,Rörlig,11266.0,1513000,20120331,,,
3.0,SEB,1 år,11266.0,1700000,Augusti 2011,,,
3.11,SEB,2 år,11267.0,"1,8",December 2011,,,
3.33,SEB,3 månader,11267.0,,,,,
3.65,Handelsbanken,3 månader,11267.0,,,,,
3.29,Handelsbanken,Rörlig,11267.0,,,,,
3.51,SEB,3 månader,11267.0,,,,,
3.27,Swedbank,5 år,11267.0,,,,,
3.16,Nordea,3 år,11267.0,,,,,
4.15,Länsförsäkringar,3 månader,11267.0,,,,,
3.17,SEB,1 år,11267.0,,,,,
3.17,SEB,1 år,11267.0,,,,,
3.28,Swedbank,6 år,11267.0,,,,,
3.59,Handelsbanken,Rörlig,11267.0,,,,,
3.67,SEB,3 månader,11267.0,,,,,
3.22,SEB,1 år,11267.0,"0,5 mkr",2012-01-27,,,
3.25,SEB,1 år,11267.0,"0,55 mkr",2012-02-28,,,
3.95,SEB,2 år,11267.0,"0,55 mkr",2011-02-28,,,
3.9,Swedbank,3 månader,11267.0,2 mkr,120220,,,
4.15,Handelsbanken,3 månader,11267.0,400000,2010-01-01,,,
4.03,Handelsbanken,3 månader,11267.0,"1,8 mkr",2012-03-30,,,
3.9,Handelsbanken,3 månader,11267.0,"3,7 mkr",2012-03-01,,,
3.54,SEB,3 månader,11267.0,2327000,2010101,,,
3.4,SEB,ca 50% fast 50% rörligt,11267.0,"2,2",2009-2012,,,
3.56,SEB,3 månader,11267.0,"2,9",2012-03-21,,,
3.85,SEB,3 månader,11267.0,"4,25",120201,,,
3.75,Nordea,2 år,11267.0,"0,75",februari 2012,,,
3.17,SEB,1 år,11267.0,2,Juni 2011,,,
3.83,Handelsbanken,Rörlig,11267.0,"3,5vmkr",Juli 2010,,,
4.0,Skandiabanken,3 månader,11269.0,,,,,
3.36,SEB,3 månader,11269.0,"3,2 mkr",2012-03-21,,,
3.9,Nordea,Rörlig,11269.0,"2,8",2012-02-01,,,
4.25,SBAB,3 månader,11269.0,"2,3 mkr",20120101,,,
3.17,SEB,1 år,11269.0,"01.0""0,00",Mars 2012 ,,,
3.98,SEB,Rörlig,11269.0,"1,350 mkr",December 2011,,,
3.75,Skandiabanken,Rörlig,11269.0,"1,725 mkr",-,,,
3.8,Swedbank,3 månader,11269.0,"5,7",januari 2012,,,
2.78,SEB,2 år,11320.0,,,,,
2.78,SEB,2 år,11320.0,,,,,
3.85,Nordea,Rörlig,11320.0,,,,,
3.76,SEB,3 månader,11320.0,686500,vet ej,,,
3.76,SEB,3 månader,11320.0,686500,vet ej,,,
3.14,SEB,3 år,11320.0,"2,3 mkr",20110830,,,
3.89,Handelsbanken,Rörlig,11320.0,"2,9 mkr",2011-05-25,,,
4.1,Nordea,3 månader,11320.0,"1,4",20110102,,,
3.75,Nordea,3 månader,11320.0,"2,15",20090801,,,
3.65,Danske Bank,3 månader,11321.0,"3,9",2011-09-05,,,
3.7,SBAB,3 månader,11321.0,,,,,
3.38,SEB,1 år,11321.0,,,,,
3.62,Handelsbanken,2 år,11321.0,"1,85 mkr",2011-01-25,,,
3.97,Handelsbanken,3 år,11321.0,"1,5 mkr",110114,,,
4.2,Handelsbanken,Rörlig,11321.0,"2,7",2010-05-20,,,
3.63,Handelsbanken,Rörlig,11321.0,"3,9 mkr",2011-10-01,,,
4.3,Handelsbanken,3 månader,11321.0,"1,5 mkr",Februari 2012,,,
3.7,Nordea,3 månader,11321.0,"4,3 mkr",mars 2011,,,
3.68,Handelsbanken,3 månader,11321.0,"4,9",April 2012,,,
3.66,SEB,Rörlig,11322.0,,,,,
3.5,SEB,2 år,11322.0,,,,,
3.85,Swedbank,3 månader,11322.0,,,,,
2.97,SEB,1 år,11322.0,,,,,
3.7,SEB,3 månader,11322.0,2100000,20090101,,,
5.19,SEB,1 år,11322.0,2 mkr,20110628,,,
2.85,Swedbank,Rörlig,11323.0,"2,85 Mkr",2012-03-01,,,
2.85,Swedbank,Rörlig,11323.0,"2,85 Mkr",2012-03-01,,,
2.5,SEB,Rörlig,11323.0,,,,,
4.02,Länsförsäkringar,3 månader,11323.0,,,,,
3.39,SEB,1 år,11323.0,,,,,
2.92,SEB,2 år,11323.0,,,,,
3.7,Handelsbanken,3 månader,11323.0,,,,,
2.84,Swedbank,2 år,11323.0,"1,25",2010-05-25,,,
2.84,Swedbank,2 år,11323.0,"1,25",2010-05-25,,,
3.93,Handelsbanken,3 månader,11323.0,3800000,2012-04-01,,,
4.48,Handelsbanken,2 år,11323.0,354000,2011-06-30,,,
3.3,Handelsbanken,3 månader,11323.0,3500000,20120201,,,
2.88,Swedbank,Rörlig,11323.0,2850000,-,,,
4.42,Handelsbanken,3 månader,11323.0,425000,Mars 2011,,,
4.05,Handelsbanken,3 mån med lånetak 5%,11323.0,"1,2 mkr",September 2010,,,
3.39,SEB,1 år,11323.0,"2,1 mkr",April 2010,,,
3.56,SEB,3 månader,11323.0,"1,5 mkr",Februari 2011,,,
4.15,Länsförsäkringar,3 månader,11324.0,,,,,
4.25,SBAB,3 månader,11324.0,,,,,
3.91,SBAB,3 månader,11324.0,,,,,
3.83,Handelsbanken,3 månader,11324.0,,,,,
3.17,SEB,3 månader,11324.0,,,,,
2.24,SEB,2 år,11324.0,"3,8",2010-08-18,,,
3.21,SEB,Rörlig,11324.0,2880000,120301,,,
4.25,Handelsbanken,2 år,11324.0,"2,3",2012-02-01,,,
3.28,SEB,1 år,11324.0,"2,8 mkr",Juni 2011,,,
4.04,Handelsbanken,2 år,11325.0,,,,,
3.56,SEB,3 månader,11325.0,2 mkr,120228,,,
3.8,Skandiabanken,3 månader,11325.0,3 mkr,2012-03-31,,,
3.39,Swedbank,2 år,11325.0,"2,6",20120228,,,
3.36,SEB,3 månader,11325.0,3589000,Mars 2012,,,
2.69,SEB,2 år,11326.0,,,,,
3.85,Swedbank,3 månader,11326.0,,,,,
3.85,Swedbank,3 månader,11326.0,,,,,
3.8,SEB,1 år,11326.0,,,,,
2.96,SEB,2 år,11326.0,,,,,
3.49,Swedbank,3 månader,11326.0,"3,8",2012-04-01,,,
3.96,SBAB,Rörlig,11326.0,600000,2012-01-05,,,
3.51,SEB,Rörlig,11326.0,"4,29",2012-12-28,,,
3.92,Handelsbanken,Rörlig,11326.0,"1,3mkr",2012-04-01,,,
3.85,Nordea,3 månader,11326.0,"2,1 mkr",120301,,,
3.93,Handelsbanken,Rörlig,11326.0,"3,2mkr",100519,,,
3.9,Skandiabanken,3 månader,11326.0,"1,8 mkr",2012-03-01,,,
3.75,Nordea,2 år,11326.0,3315000,111230,,,
2.93,SEB,1 år,11326.0,"2,9 mkr",Oktober 2011,,,
4.1,Skandiabanken,3 månader,11326.0,"2,5 mkr",Januari 2012,,,
3.27,SEB,3 månader,11326.0,"4,5 mkr",mars 2012,,,
3.27,SEB,3 månader,11326.0,"4,5 mkr",mars 2012,,,
3.88,SEB,3 månader,11327.0,,,,,
4.55,Nordea,3 år,11327.0,,,,,
2.85,SEB,2 år,11327.0,,,,,
3.33,SEB,Rörlig,11327.0,,,,,
3.88,Handelsbanken,3 månader,11327.0,,,,,
3.38,SEB,1 år,11327.0,"3,4 mkr",110628,,,
3.956,Swedbank,2 år,11327.0,800000,120227,,,
3.9,Handelsbanken,3 månader,11327.0,"1,75",2012-04-03,,,
3.76,Nordea,Rörlig,11327.0,4150000,120203,,,
3.72,SEB,1 år,11327.0,550000,Mars 2012,,,
3.31,SEB,3 månader,11327.0,550000,Mars 2012,,,
3.63,SEB,3 månader,11328.0,,,,,
3.0,Handelsbanken,2 år,11328.0,,,,,
3.4,SEB,Rörlig,11328.0,,,,,
3.95,Nordea,3 månader,11328.0,,,,,
3.0,SEB,3 år,11328.0,,,,,
3.79,SBAB,3 månader,11328.0,,,,,
3.0,Handelsbanken,2 år,11328.0,"3,5 mkr",2012-09-01,,,
3.98,SEB,2 år,11328.0,"3,6",20100701,,,
3.31,SEB,3 månader,11328.0,700000,2012-03-31,,,
3.5,Nordea,2 år,11328.0,1,2012-03-25,,,
3.65,SEB,3 månader,11328.0,"4,8",120115,,,
3.46,SEB,1 år,11328.0,5 mkr,20120125,,,
3.53,Handelsbanken,3 månader,11328.0,6,2012-04-01,,,
4.0,Handelsbanken,3 månader,11328.0,"1,5 mkr",120201,,,
3.25,Handelsbanken,Rörlig,11328.0,750000,120404,,,
4.09,Swedbank,2 år,11328.0,1 miljon,Juni 2011,,,
3.16,SEB,2 år,11328.0,500000,januari 2012,,,
3.19,SBAB,2 år,11328.0,500000,jan 2012,,,
4.15,Danske Bank,Rörlig,11328.0,"1,2 mkr",Jan 2010,,,
4.22,Länsförsäkringar,3 månader,11328.0,"1,3",Februari 2012,,,
3.7,SEB,Rörlig,11328.0,"5,2",april 2012,,,
3.79,SBAB,3 månader,11328.0,"3,58 mkr",justeras var 3:e månad,,,
3.89,SBAB,3 månader,11329.0,,,,,
3.02,SEB,2 år,11329.0,,,,,
4.18,Handelsbanken,3 månader,11329.0,,,,,
3.5,Nordea,3 månader,11329.0,,,,,
3.78,Handelsbanken,3 månader,11329.0,,,,,
3.31,SEB,3 månader,11329.0,,,,,
3.8,Skandiabanken,Rörlig,11329.0,,,,,
3.7,Danske Bank,1 månad,11329.0,,,,,
3.7,Danske Bank,1 månad,11329.0,,,,,
4.13,Handelsbanken,3 månader,11329.0,,,,,
3.75,Handelsbanken,3 månader,11329.0,"2,25 mkr",20120301,,,
3.55,Danske Bank,3 månader,11329.0,3 mkr,120331,,,
3.65,Swedbank,Rörlig,11329.0,"3,8",20120330,,,
3.79,SEB,3 år,11329.0,"1,3 mkr",2010-02-01,,,
3.04,SEB,2 år,11329.0,"1,45 mkr",2011-11-01,,,
3.19,SEB,3 månader,11329.0,"1,25 mkr",2012-02-01,,,
3.76,Handelsbanken,1 år,11329.0,"1,788 mkr",2011-05-04,,,
3.2,SEB,3 månader,11329.0,"6,2",20120319,,,
3.79,Swedbank,2 år,11329.0,"1,1mkr",Augusti 2011,,,
3.3,SEB,3 månader,11329.0,"2,7 mkr",Mars 2012,,,
3.19,SEB,1 år,11329.0,"4,6 mkr",Juni 2011,,,
3.56,SEB,3 månader,11330.0,,,,,
4.22,Länsförsäkringar,Rörlig,11330.0,,,,,
4.2,Swedbank,3 månader,11330.0,,,,,
3.95,Handelsbanken,3 månader,11330.0,,,,,
3.7,Swedbank,3 månader,11330.0,,,,,
3.49,Handelsbanken,3 månader,11330.0,"2,9",2012-03-01,,,
3.85,Swedbank,3 månader,11330.0,"1,6 mkr",110601,,,
3.5,SEB,Rörlig,11330.0,2 mkr,2011-05-21,,,
3.4,Danske Bank,Rörlig,11330.0,"1,95 mkr",2010-05-01,,,
3.2,Swedbank,2 år,11330.0,"0,65 mkr",Januari 2011,,,
3.9,Handelsbanken,3 månader,11330.0,2,Mars 2012,,,
3.5,Danske Bank,Rörlig,11331.0,"4,0 mkr",2010-05-25,,,
3.39,SEB,3 månader,11331.0,,,,,
3.97,Handelsbanken,3 månader,11331.0,970000,2012-04-01,,,
4.0,Skandiabanken,3 månader,11331.0,3 mkr,2012-04-01,,,
4.09,SBAB,3 månader,11331.0,3750000,2012-03-20,,,
4.09,SBAB,3 månader,11331.0,3750000,2012-03-20,,,
2.8,Swedbank,Rörlig,11331.0,"3,5",2007,,,
4.0,Nordea,1 år,11332.0,,,,,
3.77,Danske Bank,3 månader,11332.0,,,,,
4.5,Handelsbanken,3 månader,11332.0,,,,,
3.07,SEB,1 år,11332.0,"2,8 mkr",2011-07-30,,,
3.44,Swedbank,Rörlig,11332.0,"1,7 mkr",120314,,,
3.8,Skandiabanken,3 månader,11332.0,"2,2 mkr",Mars 2012,,,
3.52,SEB,3 månader,11332.0,"1,738",2012-03-28,,,
2.7,SEB,2 år,11332.0,"3,7",Oktober 2011,,,
3.55,Danske Bank,Rörlig,11332.0,"03.0""5,00",feb 2012,,,
2.69,SEB,1 år,11333.0,,,,,
3.15,Handelsbanken,2 år,11333.0,,,,,
4.19,Handelsbanken,3 månader,11333.0,,,,,
3.2,Danske Bank,3 månader,11333.0,,,,,
2.95,SEB,2 år,11333.0,,,,,
3.77,Handelsbanken,3 månader,11333.0,"2,8 mkr",2012-03-01,,,
3.55,Swedbank,3 månader,11333.0,"2,2 mkr",2012-03-28,,,
3.75,Nordea,3 år,11333.0,"1,1 mkr",2013-12-03,,,
4.05,SBAB,Rörlig,11333.0,"2,6 mkr",120401,,,
3.6,Nordea,3 månader,11333.0,2 mkr ,120218,,,
4.75,Handelsbanken,5 år,11333.0,850000,2007,,,
4.11,Swedbank,3 månader,11333.0,"2,2 mkr",jan 2012,,,
3.4,Swedbank,3 månader,11333.0,"2,69",Mars 2012,,,
2.34,SEB,3 månader,11334.0,,,,,
3.15,SEB,2 år,11335.0,,,,,
3.8,Handelsbanken,3 månader,11335.0,,,,,
3.5,Danske Bank,3 månader,11335.0,,,,,
3.55,Danske Bank,3 månader,11335.0,,,,,
3.75,Handelsbanken,2 år,11335.0,"4,8 mkr",100201,,,
3.0,Handelsbanken,2 år,11335.0,"2,1 mkr",2012-02-01,,,
4.05,Handelsbanken,3 månader,11335.0,"500.0""0,00",120401,,,
3.56,SEB,3 månader,11335.0,"4,3 mkr",2011-07-30,,,
2.99,Handelsbanken,2 år,11335.0,317500,20110730,,,
3.65,Nordea,3 månader,11335.0,"1,9",120328,,,
3.65,Danske Bank,Rörlig,11335.0,"3,0 mkr",rörligt sedan teckningen dec 2009,,,
3.67,SEB,3 månader,11335.0,513 tkr,November 2010,,,
3.45,Handelsbanken,Rörlig,11336.0,,,,,
3.62,SEB,3 månader,11336.0,,,,,
4.06,SBAB,3 månader,11336.0,,,,,
3.69,Skandiabanken,2 år,11336.0,,,,,
3.61,Swedbank,3 månader,11336.0,"3,4",2012-02-14,,,
3.65,Handelsbanken,1 år,11336.0,"2,8 mkr",2011-05-15,,,
3.66,SEB,3 månader,11336.0,"1,9 mkr",2011-06-01,,,
3.7,Danske Bank,3 månader,11336.0,3200000,Januari 2012,,,
4.04,Handelsbanken,3 månader,11336.0,"2,2 mkr",januari 2012,,,
3.68,Handelsbanken,3 månader,11337.0,,,,,
3.56,SEB,3 månader,11337.0,,,,,
4.15,Länsförsäkringar,3 månader,11337.0,"1,8 mkr",2012-03-01,,,
4.5,Nordea,Rörlig,11337.0,1000000,70509,,,
2.82,SEB,1 år,11337.0,4 mkr,110901,,,
3.37,Handelsbanken,2 år,11337.0,1900000,20120101,,,
3.34,Swedbank,Rörlig,11337.0,5 mkr,Rörligt 3 månader,,,
3.16,SEB,3 månader,11337.0,"4,2",Maj 2010,,,
3.55,Danske Bank,3 månader,11338.0,,,,,
4.0,Handelsbanken,3 månader,11338.0,,,,,
3.62,Swedbank,3 månader,11338.0,,,,,
3.97,Handelsbanken,3 månader,11338.0,,,,,
2.88,SEB,2 år,11338.0,,,,,
3.4,Danske Bank,Rörlig,11338.0,,,,,
3.67,Handelsbanken,3 månader,11338.0,"2,7 mkr",110104,,,
3.82,Handelsbanken,3 månader,11338.0,"3,8",2012-03-01,,,
3.8,Handelsbanken,2 år,11339.0,"1,8",oktober 2010,,,
3.38,SEB,3 månader,11339.0,,,,,
3.2,Handelsbanken,1 år,11339.0,,,,,
2.98,SEB,1 år,11339.0,,,,,
4.0,Handelsbanken,Rörlig,11339.0,,,,,
3.2,SEB,2 år,11339.0,"1,44",2012-02-01,,,
2.92,SEB,3 år,11339.0,"1,5",20100601,,,
3.79,Handelsbanken,3 månader,11339.0,"1,1 mkr",2012-03-01,,,
3.98,SBAB,3 månader,11339.0,"2,5",Augusti 2011,,,
3.2,SEB,2 år,11339.0,"0,7",FEB12,,,
3.95,Nordea,Rörlig,11339.0,"2,5 mkr",September 2010,,,
3.35,Danske Bank,Rörlig,11339.0,"3,8",Februari 2012,,,
3.64,SEB,Rörlig,11339.0,2850000,mars 2012,,,
3.64,SEB,Rörlig,11339.0,2850000,mars 2012,,,
3.88,SEB,Rörlig,11340.0,,,,,
4.13,Handelsbanken,3 månader,11340.0,,,,,
3.26,SEB,3 månader,11340.0,,,,,
3.83,SEB,Rörlig,11340.0,,,,,
3.59,Swedbank,2 år,11340.0,,,,,
3.56,Handelsbanken,2 år,11340.0,,,,,
3.85,Handelsbanken,3 månader,11340.0,,,,,
3.96,SEB,3 månader,11340.0,,,,,
4.15,SBAB,3 månader,11340.0,"1,0 mkr",2011-06-09,,,
2.9,SEB,2 år,11340.0,"2,7 mkr",2011-11-30,,,
4.01,Skandiabanken,1 år,11340.0,"2,1 mkr",2012-02-01,,,
3.1,Danske Bank,Rörlig,11340.0,"4,4",110501,,,
3.57,SEB,2 år,11340.0,4 mkr,2011-06-14,,,
3.5,Handelsbanken,1 år,11340.0,"2,5",2011-06-30,,,
3.93,Handelsbanken,Rörlig,11340.0,"3,8 mkr",januari 2012,,,
3.5,Nordea,3 månader,11340.0,"3,1mkr",feb 2010,,,
3.87,Handelsbanken,3 månader,11340.0,"4,850 mkr",mars 2012,,,
4.5,Nordea,Rörlig,11340.0,"4,66 mkr",Mars 2010,,,
3.8,Skandiabanken,Rörlig,11340.0,"1,2mkr",Januari 2012,,,
3.65,Danske Bank,Rörlig,11341.0,,,,,
4.1,Nordea,3 månader,11341.0,,,,,
3.92,Swedbank,3 månader,11341.0,,,,,
4.2,Nordea,Rörlig,11341.0,,,,,
3.5,Länsförsäkringar,1 år,11341.0,950000,2011-02-20,,,
3.89,Skandiabanken,3 månader,11341.0,"2,6 mkr",120201,,,
3.2,Danske Bank,3 år,11341.0,"3,185 mkr",2012-04-20,,,
4.05,Swedbank,3 månader,11341.0,"3,0 mkr",Januari 2012,,,
3.25,Swedbank,2 år,11342.0,,,,,
3.92,SEB,3 månader,11342.0,,,,,
3.85,Nordea,3 månader,11342.0,,,,,
4.08,SBAB,3 månader,11342.0,,,,,
4.08,SBAB,Rörlig,11342.0,,,,,
3.65,Danske Bank,Rörlig,11342.0,,,,,
3.83,Handelsbanken,3 månader,11342.0,"5,4 mkr",20120401,,,
3.8,Handelsbanken,1 år,11342.0,"1,3 mkr",2011-05-23,,,
3.7,Handelsbanken,Rörlig,11342.0,"2,4",20120329,,,
3.7,Nordea,3 månader,11342.0,"1,8",120228,,,
3.87,Swedbank,2 år,11343.0,,,,,
3.8,Danske Bank,Rörlig,11343.0,,,,,
3.31,SEB,3 månader,11343.0,,,,,
3.45,Swedbank,3 år,11343.0,"2,7 mkr",20111115,,,
3.37,SEB,1 år,11343.0,"1,8",2011-05-04,,,
3.7,Nordea,3 månader,11343.0,3197000,2012-03-19,,,
3.24,SEB,3 månader,11343.0,850000,sep 2011,,,
2.69,SEB,1 år,11343.0,1900000,sep 2011,,,
3.99,Swedbank,2 år,11343.0,"2,2",Juni 2011,,,
3.65,Danske Bank,Rörlig,11343.0,2890000,Januari 2012,,,
3.65,SEB,3 månader,11344.0,,,,,
3.74,SEB,3 månader,11344.0,,,,,
3.0,SEB,2 år,11344.0,,,,,
3.8,Skandiabanken,3 månader,11344.0,2400000,20120101,,,
3.85,Danske Bank,Rörlig,11344.0,"1,48",101017,,,
3.2,Danske Bank,Rörlig,11344.0,"3,8 mkr",00/00/00,,,
3.5,Danske Bank,Rörlig,11345.0,"1,9",Februari 2012,,,
3.8,Skandiabanken,3 månader,11345.0,,,,,
3.77,Handelsbanken,3 månader,11345.0,,,,,
3.5,Danske Bank,Rörlig,11345.0,,,,,
3.16,SEB,3 månader,11345.0,,,,,
3.7,Danske Bank,Rörlig,11345.0,,,,,
3.9,Nordea,Rörlig,11345.0,"2,9mkr",120125,,,
3.7,Swedbank,3 månader,11345.0,"1,3",20120115,,,
3.5,Danske Bank,Rörlig,11345.0,"6,0 mkr",--/--/--,,,
3.57,Swedbank,3 månader,11345.0,11500000,jan 2010,,,
3.36,SEB,3 månader,11345.0,"2,5 mkr",mars 2012,,,
3.9,Nordea,1 år,11345.0,"1,55 mkr",Mars 2012,,,
2.61,SEB,2 år,11346.0,3,2011-10-03,,,
3.21,SBAB,2 år,11346.0,,,,,
3.45,Swedbank,3 månader,11346.0,,,,,
3.1,Handelsbanken,3 år,11346.0,,,,,
3.52,SEB,3 månader,11346.0,"2,1 mkr",2012-04-02,,,
3.8,Skandiabanken,3 månader,11346.0,"2,75 mkr",2012-04-01,,,
3.45,Danske Bank,Rörlig,11346.0,"4,2",Februari 2012,,,
3.62,Danske Bank,3 månader,11347.0,5000000,jan 2012,,,
3.13,Swedbank,3 månader,11347.0,,,,,
3.46,SEB,2 år,11347.0,,,,,
4.0,Nordea,3 månader,11347.0,,,,,
2.5,SEB,2 år,11347.0,,,,,
4.15,SBAB,3 månader,11347.0,,,,,
2.13,SEB,Rörlig,11347.0,,,,,
3.53,Danske Bank,3 månader,11347.0,3 mkr,120301,,,
3.45,Swedbank,3 månader,11347.0,"2,7",20120301,,,
3.56,SEB,3 månader,11347.0,"0,8mkr",2009,,,
2.41,SEB,2 år,11347.0,"1,4 mkr",November 2010,,,
3.85,SEB,Rörlig,11347.0,"1,9 mkr",Mars 2012,,,
3.46,SEB,Rörlig,11348.0,,,,,
3.83,Handelsbanken,3 månader,11348.0,"2,7 mkr",mars 2012,,,
3.75,Swedbank,3 månader,11349.0,,,,,
3.5,Nordea,3 månader,11349.0,3660000,2012-02-23,,,
3.8,Nordea,3 månader,11349.0,1220000,20120228,,,
3.57,SEB,2 år,11349.0,"1,8",2012-04-02,,,
3.75,Länsförsäkringar,3 månader,11349.0,"1,4 mkr",110401,,,
3.9,Nordea,2 år,11349.0,"2,2 mkr",120701,,,
3.89,SBAB,3 månader,11349.0,"2,9 mkr",120206,,,
3.81,SEB,3 månader,11349.0,"O,1",20111030,,,
3.79,Handelsbanken,3 månader,11349.0,"2,8 mkr",120403,,,
3.8,Nordea,1 år,11349.0,4 mkr,2011-04-27,,,
3.43,Handelsbanken,3 månader,11350.0,,,,,
3.7,Handelsbanken,3 år,11350.0,,,,,
4.03,Handelsbanken,3 månader,11350.0,,,,,
3.6,Handelsbanken,2 år,11350.0,,,,,
3.92,Handelsbanken,3 månader,11350.0,"1,87 mkr",2012-03-01,,,
3.04,Swedbank,2 år,11350.0,"2,5",20111015,,,
3.87,Handelsbanken,3 månader,11350.0,1815000,120301,,,
2.79,Handelsbanken,3 månader,11350.0,"1,4",111201,,,
3.65,Länsförsäkringar,2 år,11350.0,"1,7",20110622,,,
3.4,Swedbank,3 månader,11350.0,"2,3",2011-11-01,,,
3.56,SEB,3 månader,11350.0,1mkr,mars 2012,,,
4.3,SBAB,3 månader,11351.0,"0,3 mkr",20120202,,,
